market,symbol,type,description,quote_currency,contract_multiplier,minimum_price_variation,lot_size
binance,IOTABNB,crypto,IOTABNB,BNB,1,0.00001000,0.10000000
binance,ADXBTC,crypto,ADXBTC,BTC,1,0.00000001,1.00000000
binance,ADXETH,crypto,ADXETH,ETH,1,0.00000010,1.00000000
binance,ADXBNB,crypto,ADXBNB,BNB,1,0.00001000,0.10000000
binance,ADABTC,crypto,ADABTC,BTC,1,0.00000001,1.00000000
binance,ADAETH,crypto,ADAETH,ETH,1,0.00000001,1.00000000
binance,PPTBTC,crypto,PPTBTC,BTC,1,0.00000010,0.01000000
binance,PPTETH,crypto,PPTETH,ETH,1,0.00000100,0.01000000
binance,CMTBTC,crypto,CMTBTC,BTC,1,0.00000001,1.00000000
binance,CMTETH,crypto,CMTETH,ETH,1,0.00000001,1.00000000
binance,CMTBNB,crypto,CMTBNB,BNB,1,0.00001000,0.10000000
binance,XLMBTC,crypto,XLMBTC,BTC,1,0.00000001,1.00000000
binance,XLMETH,crypto,XLMETH,ETH,1,0.00000001,1.00000000
binance,XLMBNB,crypto,XLMBNB,BNB,1,0.00001000,0.10000000
binance,CNDBTC,crypto,CNDBTC,BTC,1,0.00000001,1.00000000
binance,CNDETH,crypto,CNDETH,ETH,1,0.00000001,1.00000000
binance,CNDBNB,crypto,CNDBNB,BNB,1,0.00000100,1.00000000
binance,LENDBTC,crypto,LENDBTC,BTC,1,0.00000001,1.00000000
binance,LENDETH,crypto,LENDETH,ETH,1,0.00000001,1.00000000
binance,WABIBTC,crypto,WABIBTC,BTC,1,0.00000001,1.00000000
binance,WABIETH,crypto,WABIETH,ETH,1,0.00000001,1.00000000
binance,WABIBNB,crypto,WABIBNB,BNB,1,0.00001000,0.10000000
binance,LTCETH,crypto,LTCETH,ETH,1,0.00001000,0.00100000
binance,LTCUSDT,crypto,LTCUSDT,USDT,1,0.01000000,0.00001000
binance,LTCBNB,crypto,LTCBNB,BNB,1,0.01000000,0.00001000
binance,TNBBTC,crypto,TNBBTC,BTC,1,0.00000001,1.00000000
binance,TNBETH,crypto,TNBETH,ETH,1,0.00000001,1.00000000
binance,WAVESBTC,crypto,WAVESBTC,BTC,1,0.00000010,0.01000000
binance,WAVESETH,crypto,WAVESETH,ETH,1,0.00000100,0.01000000
binance,WAVESBNB,crypto,WAVESBNB,BNB,1,0.00010000,0.01000000
binance,GTOBTC,crypto,GTOBTC,BTC,1,0.00000001,1.00000000
binance,GTOETH,crypto,GTOETH,ETH,1,0.00000001,1.00000000
binance,GTOBNB,crypto,GTOBNB,BNB,1,0.00001000,0.10000000
binance,ICXBTC,crypto,ICXBTC,BTC,1,0.00000010,0.01000000
binance,ICXETH,crypto,ICXETH,ETH,1,0.00000100,0.01000000
binance,ICXBNB,crypto,ICXBNB,BNB,1,0.00001000,0.10000000
binance,OSTBTC,crypto,OSTBTC,BTC,1,0.00000001,1.00000000
binance,OSTETH,crypto,OSTETH,ETH,1,0.00000001,1.00000000
binance,OSTBNB,crypto,OSTBNB,BNB,1,0.00000100,1.00000000
binance,ELFBTC,crypto,ELFBTC,BTC,1,0.00000001,1.00000000
binance,ELFETH,crypto,ELFETH,ETH,1,0.00000001,1.00000000
binance,AIONBTC,crypto,AIONBTC,BTC,1,0.00000010,0.01000000
binance,AIONETH,crypto,AIONETH,ETH,1,0.00000100,0.01000000
binance,AIONBNB,crypto,AIONBNB,BNB,1,0.00001000,0.10000000
binance,NEBLBTC,crypto,NEBLBTC,BTC,1,0.00000010,0.01000000
binance,NEBLETH,crypto,NEBLETH,ETH,1,0.00000100,0.01000000
binance,NEBLBNB,crypto,NEBLBNB,BNB,1,0.00001000,0.10000000
binance,BRDBTC,crypto,BRDBTC,BTC,1,0.00000001,1.00000000
binance,BRDETH,crypto,BRDETH,ETH,1,0.00000010,1.00000000
binance,BRDBNB,crypto,BRDBNB,BNB,1,0.00001000,0.10000000
binance,MCOBNB,crypto,MCOBNB,BNB,1,0.00001000,0.10000000
binance,EDOBTC,crypto,EDOBTC,BTC,1,0.00000010,0.01000000
binance,EDOETH,crypto,EDOETH,ETH,1,0.00000100,0.01000000
binance,WINGSBTC,crypto,WINGSBTC,BTC,1,0.00000001,1.00000000
binance,WINGSETH,crypto,WINGSETH,ETH,1,0.00000010,1.00000000
binance,NAVBTC,crypto,NAVBTC,BTC,1,0.00000010,0.01000000
binance,NAVETH,crypto,NAVETH,ETH,1,0.00000100,0.01000000
binance,NAVBNB,crypto,NAVBNB,BNB,1,0.00001000,0.10000000
binance,LUNBTC,crypto,LUNBTC,BTC,1,0.00000010,0.01000000
binance,LUNETH,crypto,LUNETH,ETH,1,0.00000100,0.01000000
binance,TRIGBTC,crypto,TRIGBTC,BTC,1,0.00000010,0.01000000
binance,TRIGETH,crypto,TRIGETH,ETH,1,0.00000100,0.01000000
binance,TRIGBNB,crypto,TRIGBNB,BNB,1,0.00001000,0.10000000
binance,APPCBTC,crypto,APPCBTC,BTC,1,0.00000001,1.00000000
binance,APPCETH,crypto,APPCETH,ETH,1,0.00000010,1.00000000
binance,APPCBNB,crypto,APPCBNB,BNB,1,0.00001000,0.10000000
binance,VIBEBTC,crypto,VIBEBTC,BTC,1,0.00000001,1.00000000
binance,VIBEETH,crypto,VIBEETH,ETH,1,0.00000010,1.00000000
binance,RLCBTC,crypto,RLCBTC,BTC,1,0.00000010,0.01000000
binance,RLCETH,crypto,RLCETH,ETH,1,0.00000100,0.01000000
binance,RLCBNB,crypto,RLCBNB,BNB,1,0.00001000,0.10000000
binance,INSBTC,crypto,INSBTC,BTC,1,0.00000010,0.01000000
binance,INSETH,crypto,INSETH,ETH,1,0.00000100,0.01000000
binance,PIVXBTC,crypto,PIVXBTC,BTC,1,0.00000010,0.01000000
binance,PIVXETH,crypto,PIVXETH,ETH,1,0.00000100,0.01000000
binance,PIVXBNB,crypto,PIVXBNB,BNB,1,0.00001000,0.10000000
binance,IOSTBTC,crypto,IOSTBTC,BTC,1,0.00000001,1.00000000
binance,IOSTETH,crypto,IOSTETH,ETH,1,0.00000001,1.00000000
binance,CHATBTC,crypto,CHATBTC,BTC,1,0.00000001,1.00000000
binance,CHATETH,crypto,CHATETH,ETH,1,0.00000001,1.00000000
binance,STEEMBTC,crypto,STEEMBTC,BTC,1,0.00000010,0.01000000
binance,STEEMETH,crypto,STEEMETH,ETH,1,0.00000100,0.01000000
binance,STEEMBNB,crypto,STEEMBNB,BNB,1,0.00001000,0.10000000
binance,NANOBTC,crypto,NANOBTC,BTC,1,0.00000010,0.01000000
binance,NANOETH,crypto,NANOETH,ETH,1,0.00000100,0.01000000
binance,NANOBNB,crypto,NANOBNB,BNB,1,0.00010000,0.01000000
binance,VIABTC,crypto,VIABTC,BTC,1,0.00000010,0.01000000
binance,VIAETH,crypto,VIAETH,ETH,1,0.00000100,0.01000000
binance,VIABNB,crypto,VIABNB,BNB,1,0.00001000,0.10000000
binance,BLZBTC,crypto,BLZBTC,BTC,1,0.00000001,1.00000000
binance,BLZETH,crypto,BLZETH,ETH,1,0.00000001,1.00000000
binance,BLZBNB,crypto,BLZBNB,BNB,1,0.00001000,0.10000000
binance,AEBTC,crypto,AEBTC,BTC,1,0.00000010,0.01000000
binance,AEETH,crypto,AEETH,ETH,1,0.00000100,0.01000000
binance,AEBNB,crypto,AEBNB,BNB,1,0.00001000,0.10000000
binance,RPXBTC,crypto,RPXBTC,BTC,1,0.00000001,1.00000000
binance,RPXETH,crypto,RPXETH,ETH,1,0.00000001,1.00000000
binance,RPXBNB,crypto,RPXBNB,BNB,1,0.00000100,1.00000000
binance,NCASHBTC,crypto,NCASHBTC,BTC,1,0.00000001,1.00000000
binance,NCASHETH,crypto,NCASHETH,ETH,1,0.00000001,1.00000000
binance,NCASHBNB,crypto,NCASHBNB,BNB,1,0.00000100,1.00000000
binance,POABTC,crypto,POABTC,BTC,1,0.00000001,1.00000000
binance,POAETH,crypto,POAETH,ETH,1,0.00000001,1.00000000
binance,POABNB,crypto,POABNB,BNB,1,0.00001000,0.10000000
binance,ZILBTC,crypto,ZILBTC,BTC,1,0.00000001,1.00000000
binance,ZILETH,crypto,ZILETH,ETH,1,0.00000001,1.00000000
binance,ZILBNB,crypto,ZILBNB,BNB,1,0.00000100,1.00000000
binance,ONTBTC,crypto,ONTBTC,BTC,1,0.00000010,0.01000000
binance,ONTETH,crypto,ONTETH,ETH,1,0.00000100,0.01000000
binance,ONTBNB,crypto,ONTBNB,BNB,1,0.00001000,0.10000000
binance,STORMBTC,crypto,STORMBTC,BTC,1,0.00000001,1.00000000
binance,STORMETH,crypto,STORMETH,ETH,1,0.00000001,1.00000000
binance,STORMBNB,crypto,STORMBNB,BNB,1,0.00000100,1.00000000
binance,QTUMBNB,crypto,QTUMBNB,BNB,1,0.00001000,0.10000000
binance,QTUMUSDT,crypto,QTUMUSDT,USDT,1,0.00100000,0.00100000
binance,XEMBTC,crypto,XEMBTC,BTC,1,0.00000001,1.00000000
binance,XEMETH,crypto,XEMETH,ETH,1,0.00000001,1.00000000
binance,XEMBNB,crypto,XEMBNB,BNB,1,0.00001000,0.10000000
binance,WANBTC,crypto,WANBTC,BTC,1,0.00000010,0.01000000
binance,WANETH,crypto,WANETH,ETH,1,0.00000100,0.01000000
binance,WANBNB,crypto,WANBNB,BNB,1,0.00001000,0.10000000
binance,WPRBTC,crypto,WPRBTC,BTC,1,0.00000001,1.00000000
binance,WPRETH,crypto,WPRETH,ETH,1,0.00000001,1.00000000
binance,QLCBTC,crypto,QLCBTC,BTC,1,0.00000001,1.00000000
binance,QLCETH,crypto,QLCETH,ETH,1,0.00000001,1.00000000
binance,SYSBTC,crypto,SYSBTC,BTC,1,0.00000001,1.00000000
binance,SYSETH,crypto,SYSETH,ETH,1,0.00000001,1.00000000
binance,SYSBNB,crypto,SYSBNB,BNB,1,0.00001000,0.10000000
binance,QLCBNB,crypto,QLCBNB,BNB,1,0.00000100,1.00000000
binance,GRSBTC,crypto,GRSBTC,BTC,1,0.00000001,1.00000000
binance,GRSETH,crypto,GRSETH,ETH,1,0.00000001,1.00000000
binance,ADAUSDT,crypto,ADAUSDT,USDT,1,0.00001000,0.10000000
binance,ADABNB,crypto,ADABNB,BNB,1,0.00001000,0.10000000
binance,CLOAKBTC,crypto,CLOAKBTC,BTC,1,0.00000010,0.01000000
binance,CLOAKETH,crypto,CLOAKETH,ETH,1,0.00000100,0.01000000
binance,GNTBTC,crypto,GNTBTC,BTC,1,0.00000001,1.00000000
binance,GNTETH,crypto,GNTETH,ETH,1,0.00000001,1.00000000
binance,GNTBNB,crypto,GNTBNB,BNB,1,0.00001000,0.10000000
binance,LOOMBTC,crypto,LOOMBTC,BTC,1,0.00000001,1.00000000
binance,LOOMETH,crypto,LOOMETH,ETH,1,0.00000001,1.00000000
binance,LOOMBNB,crypto,LOOMBNB,BNB,1,0.00001000,0.10000000
binance,XRPUSDT,crypto,XRPUSDT,USDT,1,0.00001000,0.10000000
binance,BCNBTC,crypto,BCNBTC,BTC,1,0.00000001,1.00000000
binance,BCNETH,crypto,BCNETH,ETH,1,0.00000001,1.00000000
binance,BCNBNB,crypto,BCNBNB,BNB,1,0.00000100,1.00000000
binance,REPBTC,crypto,REPBTC,BTC,1,0.00000100,0.00100000
binance,REPETH,crypto,REPETH,ETH,1,0.00001000,0.00100000
binance,REPBNB,crypto,REPBNB,BNB,1,0.00100000,0.00100000
binance,BTCTUSD,crypto,BTCTUSD,TUSD,1,0.01000000,0.00000100
binance,TUSDBTC,crypto,TUSDBTC,BTC,1,0.00000001,1.00000000
binance,ETHTUSD,crypto,ETHTUSD,TUSD,1,0.01000000,0.00001000
binance,TUSDETH,crypto,TUSDETH,ETH,1,0.00000001,1.00000000
binance,TUSDBNB,crypto,TUSDBNB,BNB,1,0.00001000,0.10000000
binance,ZENBTC,crypto,ZENBTC,BTC,1,0.00000100,0.00100000
binance,ZENETH,crypto,ZENETH,ETH,1,0.00001000,0.00100000
binance,ZENBNB,crypto,ZENBNB,BNB,1,0.00100000,0.00100000
binance,SKYBTC,crypto,SKYBTC,BTC,1,0.00000100,0.00100000
binance,SKYETH,crypto,SKYETH,ETH,1,0.00001000,0.00100000
binance,SKYBNB,crypto,SKYBNB,BNB,1,0.00100000,0.00100000
binance,EOSUSDT,crypto,EOSUSDT,USDT,1,0.00010000,0.01000000
binance,EOSBNB,crypto,EOSBNB,BNB,1,0.00010000,0.01000000
binance,CVCBTC,crypto,CVCBTC,BTC,1,0.00000001,1.00000000
binance,CVCETH,crypto,CVCETH,ETH,1,0.00000001,1.00000000
binance,CVCBNB,crypto,CVCBNB,BNB,1,0.00001000,0.10000000
binance,THETABTC,crypto,THETABTC,BTC,1,0.00000001,1.00000000
binance,THETAETH,crypto,THETAETH,ETH,1,0.00000001,1.00000000
binance,THETABNB,crypto,THETABNB,BNB,1,0.00001000,0.10000000
binance,XRPBNB,crypto,XRPBNB,BNB,1,0.00001000,0.10000000
binance,TUSDUSDT,crypto,TUSDUSDT,USDT,1,0.00010000,0.01000000
binance,IOTAUSDT,crypto,IOTAUSDT,USDT,1,0.00010000,0.01000000
binance,XLMUSDT,crypto,XLMUSDT,USDT,1,0.00001000,0.10000000
binance,IOTXBTC,crypto,IOTXBTC,BTC,1,0.00000001,1.00000000
binance,IOTXETH,crypto,IOTXETH,ETH,1,0.00000001,1.00000000
binance,QKCBTC,crypto,QKCBTC,BTC,1,0.00000001,1.00000000
binance,QKCETH,crypto,QKCETH,ETH,1,0.00000001,1.00000000
binance,AGIBTC,crypto,AGIBTC,BTC,1,0.00000001,1.00000000
binance,AGIETH,crypto,AGIETH,ETH,1,0.00000001,1.00000000
binance,AGIBNB,crypto,AGIBNB,BNB,1,0.00001000,0.10000000
binance,NXSBTC,crypto,NXSBTC,BTC,1,0.00000010,0.01000000
binance,NXSETH,crypto,NXSETH,ETH,1,0.00000100,0.01000000
binance,NXSBNB,crypto,NXSBNB,BNB,1,0.00010000,0.01000000
binance,ENJBNB,crypto,ENJBNB,BNB,1,0.00000100,1.00000000
binance,DATABTC,crypto,DATABTC,BTC,1,0.00000001,1.00000000
binance,DATAETH,crypto,DATAETH,ETH,1,0.00000001,1.00000000
binance,ONTUSDT,crypto,ONTUSDT,USDT,1,0.00010000,0.01000000
binance,TRXBNB,crypto,TRXBNB,BNB,1,0.00000100,1.00000000
binance,TRXUSDT,crypto,TRXUSDT,USDT,1,0.00001000,0.10000000
binance,ETCUSDT,crypto,ETCUSDT,USDT,1,0.00010000,0.01000000
binance,ETCBNB,crypto,ETCBNB,BNB,1,0.00010000,0.01000000
binance,ICXUSDT,crypto,ICXUSDT,USDT,1,0.00010000,0.01000000
binance,SCBTC,crypto,SCBTC,BTC,1,0.00000001,1.00000000
binance,SCETH,crypto,SCETH,ETH,1,0.00000001,1.00000000
binance,SCBNB,crypto,SCBNB,BNB,1,0.00000100,1.00000000
binance,NPXSBTC,crypto,NPXSBTC,BTC,1,0.00000001,1.00000000
binance,NPXSETH,crypto,NPXSETH,ETH,1,0.00000001,1.00000000
binance,VENUSDT,crypto,VENUSDT,USDT,1,0.00010000,0.01000000
binance,KEYBTC,crypto,KEYBTC,BTC,1,0.00000001,1.00000000
binance,KEYETH,crypto,KEYETH,ETH,1,0.00000001,1.00000000
binance,NASBTC,crypto,NASBTC,BTC,1,0.00000010,0.01000000
binance,NASETH,crypto,NASETH,ETH,1,0.00000100,0.01000000
binance,NASBNB,crypto,NASBNB,BNB,1,0.00001000,0.10000000
binance,MFTBTC,crypto,MFTBTC,BTC,1,0.00000001,1.00000000
binance,MFTETH,crypto,MFTETH,ETH,1,0.00000001,1.00000000
binance,MFTBNB,crypto,MFTBNB,BNB,1,0.00000100,1.00000000
binance,DENTBTC,crypto,DENTBTC,BTC,1,0.00000001,1.00000000
binance,DENTETH,crypto,DENTETH,ETH,1,0.00000001,1.00000000
binance,ARDRBTC,crypto,ARDRBTC,BTC,1,0.00000001,1.00000000
binance,ARDRETH,crypto,ARDRETH,ETH,1,0.00000001,1.00000000
binance,ARDRBNB,crypto,ARDRBNB,BNB,1,0.00001000,0.10000000
binance,NULSUSDT,crypto,NULSUSDT,USDT,1,0.00010000,0.01000000
binance,HOTBTC,crypto,HOTBTC,BTC,1,0.00000001,1.00000000
binance,HOTETH,crypto,HOTETH,ETH,1,0.00000001,1.00000000
binance,VETBTC,crypto,VETBTC,BTC,1,0.00000001,1.00000000
binance,VETETH,crypto,VETETH,ETH,1,0.00000001,1.00000000
binance,VETUSDT,crypto,VETUSDT,USDT,1,0.00000100,1.00000000
binance,VETBNB,crypto,VETBNB,BNB,1,0.00001000,0.10000000
binance,DOCKBTC,crypto,DOCKBTC,BTC,1,0.00000001,1.00000000
binance,DOCKETH,crypto,DOCKETH,ETH,1,0.00000001,1.00000000
binance,POLYBTC,crypto,POLYBTC,BTC,1,0.00000001,1.00000000
binance,POLYBNB,crypto,POLYBNB,BNB,1,0.00001000,0.10000000
binance,PHXBTC,crypto,PHXBTC,BTC,1,0.00000001,1.00000000
binance,PHXETH,crypto,PHXETH,ETH,1,0.00000001,1.00000000
binance,PHXBNB,crypto,PHXBNB,BNB,1,0.00000100,1.00000000
binance,HCBTC,crypto,HCBTC,BTC,1,0.00000010,0.01000000
binance,HCETH,crypto,HCETH,ETH,1,0.00000100,0.01000000
binance,GOBTC,crypto,GOBTC,BTC,1,0.00000001,1.00000000
binance,GOBNB,crypto,GOBNB,BNB,1,0.00000100,1.00000000
binance,PAXBTC,crypto,PAXBTC,BTC,1,0.00000001,1.00000000
binance,PAXBNB,crypto,PAXBNB,BNB,1,0.00001000,0.10000000
binance,PAXUSDT,crypto,PAXUSDT,USDT,1,0.00010000,0.01000000
binance,PAXETH,crypto,PAXETH,ETH,1,0.00000001,1.00000000
binance,RVNBTC,crypto,RVNBTC,BTC,1,0.00000001,1.00000000
binance,RVNBNB,crypto,RVNBNB,BNB,1,0.00000100,1.00000000
binance,DCRBTC,crypto,DCRBTC,BTC,1,0.00000100,0.00100000
binance,DCRBNB,crypto,DCRBNB,BNB,1,0.00100000,0.00100000
binance,USDCBNB,crypto,USDCBNB,BNB,1,0.00001000,0.10000000
binance,USDCBTC,crypto,USDCBTC,BTC,1,0.00000001,1.00000000
binance,MITHBTC,crypto,MITHBTC,BTC,1,0.00000001,1.00000000
binance,MITHBNB,crypto,MITHBNB,BNB,1,0.00001000,0.10000000
binance,BCHABCBTC,crypto,BCHABCBTC,BTC,1,0.00000100,0.00100000
binance,BCHSVBTC,crypto,BCHSVBTC,BTC,1,0.00000100,0.00100000
binance,BCHABCUSDT,crypto,BCHABCUSDT,USDT,1,0.01000000,0.00001000
binance,BCHSVUSDT,crypto,BCHSVUSDT,USDT,1,0.01000000,0.00001000
binance,BNBPAX,crypto,BNBPAX,PAX,1,0.00010000,0.01000000
binance,BTCPAX,crypto,BTCPAX,PAX,1,0.01000000,0.00000100
binance,ETHPAX,crypto,ETHPAX,PAX,1,0.01000000,0.00001000
binance,XRPPAX,crypto,XRPPAX,PAX,1,0.00001000,0.10000000
binance,EOSPAX,crypto,EOSPAX,PAX,1,0.00010000,0.01000000
binance,XLMPAX,crypto,XLMPAX,PAX,1,0.00001000,0.10000000
binance,RENBTC,crypto,RENBTC,BTC,1,0.00000001,1.00000000
binance,RENBNB,crypto,RENBNB,BNB,1,0.00001000,0.10000000
binance,BNBTUSD,crypto,BNBTUSD,TUSD,1,0.00010000,0.01000000
binance,XRPTUSD,crypto,XRPTUSD,TUSD,1,0.00001000,0.10000000
binance,EOSTUSD,crypto,EOSTUSD,TUSD,1,0.00010000,0.01000000
binance,XLMTUSD,crypto,XLMTUSD,TUSD,1,0.00001000,0.10000000
binance,BNBUSDC,crypto,BNBUSDC,USDC,1,0.00010000,0.01000000
binance,BTCUSDC,crypto,BTCUSDC,USDC,1,0.01000000,0.00000100
binance,ETHUSDC,crypto,ETHUSDC,USDC,1,0.01000000,0.00001000
binance,XRPUSDC,crypto,XRPUSDC,USDC,1,0.00001000,0.10000000
binance,EOSUSDC,crypto,EOSUSDC,USDC,1,0.00010000,0.01000000
binance,XLMUSDC,crypto,XLMUSDC,USDC,1,0.00001000,0.10000000
binance,USDCUSDT,crypto,USDCUSDT,USDT,1,0.00010000,0.01000000
binance,ADATUSD,crypto,ADATUSD,TUSD,1,0.00001000,0.10000000
binance,TRXTUSD,crypto,TRXTUSD,TUSD,1,0.00001000,0.10000000
binance,NEOTUSD,crypto,NEOTUSD,TUSD,1,0.00100000,0.00100000
binance,TRXXRP,crypto,TRXXRP,XRP,1,0.00001000,0.10000000
binance,XZCXRP,crypto,XZCXRP,XRP,1,0.00100000,0.00100000
binance,PAXTUSD,crypto,PAXTUSD,TUSD,1,0.00010000,0.01000000
binance,USDCTUSD,crypto,USDCTUSD,TUSD,1,0.00010000,0.01000000
binance,USDCPAX,crypto,USDCPAX,PAX,1,0.00010000,0.01000000
binance,LINKUSDT,crypto,LINKUSDT,USDT,1,0.00010000,0.01000000
binance,LINKTUSD,crypto,LINKTUSD,TUSD,1,0.00010000,0.01000000
binance,LINKPAX,crypto,LINKPAX,PAX,1,0.00010000,0.01000000
binance,LINKUSDC,crypto,LINKUSDC,USDC,1,0.00010000,0.01000000
binance,WAVESUSDT,crypto,WAVESUSDT,USDT,1,0.00010000,0.01000000
binance,WAVESTUSD,crypto,WAVESTUSD,TUSD,1,0.00010000,0.01000000
binance,WAVESPAX,crypto,WAVESPAX,PAX,1,0.00010000,0.01000000
binance,WAVESUSDC,crypto,WAVESUSDC,USDC,1,0.00010000,0.01000000
binance,BCHABCTUSD,crypto,BCHABCTUSD,TUSD,1,0.01000000,0.00001000
binance,BCHABCPAX,crypto,BCHABCPAX,PAX,1,0.01000000,0.00001000
binance,BCHABCUSDC,crypto,BCHABCUSDC,USDC,1,0.01000000,0.00001000
binance,BCHSVTUSD,crypto,BCHSVTUSD,TUSD,1,0.01000000,0.00001000
binance,BCHSVPAX,crypto,BCHSVPAX,PAX,1,0.01000000,0.00001000
binance,BCHSVUSDC,crypto,BCHSVUSDC,USDC,1,0.01000000,0.00001000
binance,LTCTUSD,crypto,LTCTUSD,TUSD,1,0.01000000,0.00001000
binance,LTCPAX,crypto,LTCPAX,PAX,1,0.01000000,0.00001000
binance,LTCUSDC,crypto,LTCUSDC,USDC,1,0.01000000,0.00001000
binance,TRXPAX,crypto,TRXPAX,PAX,1,0.00001000,0.10000000
binance,TRXUSDC,crypto,TRXUSDC,USDC,1,0.00001000,0.10000000
binance,BTTBTC,crypto,BTTBTC,BTC,1,0.00000001,1.00000000
binance,BTTBNB,crypto,BTTBNB,BNB,1,0.00000001,1.00000000
binance,BTTUSDT,crypto,BTTUSDT,USDT,1,0.00000010,1.00000000
binance,BNBUSDS,crypto,BNBUSDS,USDS,1,0.00010000,0.01000000
binance,BTCUSDS,crypto,BTCUSDS,USDS,1,0.01000000,0.00000100
binance,USDSUSDT,crypto,USDSUSDT,USDT,1,0.00010000,0.01000000
binance,USDSPAX,crypto,USDSPAX,PAX,1,0.00010000,0.01000000
binance,USDSTUSD,crypto,USDSTUSD,TUSD,1,0.00010000,0.01000000
binance,USDSUSDC,crypto,USDSUSDC,USDC,1,0.00010000,0.01000000
binance,BTTPAX,crypto,BTTPAX,PAX,1,0.00000010,1.00000000
binance,BTTTUSD,crypto,BTTTUSD,TUSD,1,0.00000010,1.00000000
binance,BTTUSDC,crypto,BTTUSDC,USDC,1,0.00000010,1.00000000
binance,ONGBNB,crypto,ONGBNB,BNB,1,0.00001000,0.10000000
binance,ONGBTC,crypto,ONGBTC,BTC,1,0.00000001,1.00000000
binance,ONGUSDT,crypto,ONGUSDT,USDT,1,0.00010000,0.01000000
binance,HOTBNB,crypto,HOTBNB,BNB,1,0.00000001,1.00000000
binance,HOTUSDT,crypto,HOTUSDT,USDT,1,0.00000010,1.00000000
binance,ZILUSDT,crypto,ZILUSDT,USDT,1,0.00001000,0.10000000
binance,ZRXBNB,crypto,ZRXBNB,BNB,1,0.00001000,0.10000000
binance,ZRXUSDT,crypto,ZRXUSDT,USDT,1,0.00010000,0.01000000
binance,FETBNB,crypto,FETBNB,BNB,1,0.00001000,0.10000000
binance,FETBTC,crypto,FETBTC,BTC,1,0.00000001,1.00000000
binance,FETUSDT,crypto,FETUSDT,USDT,1,0.00010000,0.01000000
binance,BATUSDT,crypto,BATUSDT,USDT,1,0.00010000,0.01000000

